id,created,lead_id,algorithm,country_code,position,partner,no_valid_offers
57244860,2023-08-20 00:04:00.403,cc2fcb89-2a5f-4231-82f4-d19ae9b9fd31,scoring-model-1,PH,3,partner-f,false
57244871,2023-08-20 00:04:10.144,d7296592-8f7d-49f1-b2b5-dffe8a38e181,scoring-model-1,PH,0,partner-f,false
57244887,2023-08-20 00:04:31.315,1b00f337-11d1-4ea1-9a33-7eea66b59b02,scoring-model-1,PH,0,partner-f,false
57244887,2023-08-20 00:04:31.315,1b00f337-11d1-4ea1-9a33-7eea66b59b02,scoring-model-1,PH,1,partner-b,false
57244887,2023-08-20 00:04:31.315,1b00f337-11d1-4ea1-9a33-7eea66b59b02,scoring-model-1,PH,2,partner-d,false
57244887,2023-08-20 00:04:31.315,1b00f337-11d1-4ea1-9a33-7eea66b59b02,scoring-model-1,PH,3,partner-c,false
57244887,2023-08-20 00:04:31.315,1b00f337-11d1-4ea1-9a33-7eea66b59b02,scoring-model-1,PH,4,partner-e,false
57244887,2023-08-20 00:04:31.315,1b00f337-11d1-4ea1-9a33-7eea66b59b02,scoring-model-1,PH,5,partner-a,false
57244892,2023-08-20 00:04:34.513,21037f08-9107-4ac9-b14e-f34b3173acde,scoring-model-1,PH,0,partner-e,false
57244892,2023-08-20 00:04:34.513,21037f08-9107-4ac9-b14e-f34b3173acde,scoring-model-1,PH,1,partner-f,false
57244903,2023-08-20 00:04:49.405,30019075-48b6-443c-b8e3-39397317d46d,scoring-model-1,PH,0,partner-b,false
57244903,2023-08-20 00:04:49.405,30019075-48b6-443c-b8e3-39397317d46d,scoring-model-1,PH,1,partner-c,false
57244903,2023-08-20 00:04:49.405,30019075-48b6-443c-b8e3-39397317d46d,scoring-model-1,PH,2,partner-e,false
57244903,2023-08-20 00:04:49.405,30019075-48b6-443c-b8e3-39397317d46d,scoring-model-1,PH,3,partner-f,false
57244903,2023-08-20 00:04:49.405,30019075-48b6-443c-b8e3-39397317d46d,scoring-model-1,PH,4,partner-g,false
57244928,2023-08-20 00:05:25.263,c9d3bcb3-8107-436d-a59d-810a901fbb79,scoring-model-1,PH,0,partner-f,false
57244928,2023-08-20 00:05:25.263,c9d3bcb3-8107-436d-a59d-810a901fbb79,scoring-model-1,PH,1,partner-d,false
57244928,2023-08-20 00:05:25.263,c9d3bcb3-8107-436d-a59d-810a901fbb79,scoring-model-1,PH,2,partner-b,false
57244928,2023-08-20 00:05:25.263,c9d3bcb3-8107-436d-a59d-810a901fbb79,scoring-model-1,PH,3,partner-e,false
57244928,2023-08-20 00:05:25.263,c9d3bcb3-8107-436d-a59d-810a901fbb79,scoring-model-1,PH,4,partner-c,false
57244928,2023-08-20 00:05:25.263,c9d3bcb3-8107-436d-a59d-810a901fbb79,scoring-model-1,PH,5,partner-a,false
57244929,2023-08-20 00:05:28.964,f807a64f-3af1-444a-806a-3ebb9b7d94e3,scoring-model-1,PH,0,partner-f,false
57244929,2023-08-20 00:05:28.964,f807a64f-3af1-444a-806a-3ebb9b7d94e3,scoring-model-1,PH,1,partner-b,false
57244929,2023-08-20 00:05:28.964,f807a64f-3af1-444a-806a-3ebb9b7d94e3,scoring-model-1,PH,2,partner-d,false
57244929,2023-08-20 00:05:28.964,f807a64f-3af1-444a-806a-3ebb9b7d94e3,scoring-model-1,PH,3,partner-e,false
57244929,2023-08-20 00:05:28.964,f807a64f-3af1-444a-806a-3ebb9b7d94e3,scoring-model-1,PH,4,partner-c,false
57244929,2023-08-20 00:05:28.964,f807a64f-3af1-444a-806a-3ebb9b7d94e3,scoring-model-1,PH,5,partner-a,false
57244930,2023-08-20 00:05:30.727,0fc4d952-1653-4665-ad5d-aa8c1666412a,scoring-model-1,PH,0,partner-b,false
57244930,2023-08-20 00:05:30.727,0fc4d952-1653-4665-ad5d-aa8c1666412a,scoring-model-1,PH,1,partner-f,false
57244933,2023-08-20 00:05:33.310,02b2bb77-3b73-4938-a62b-f92712ecb54e,scoring-model-1,PH,0,partner-f,false
57244933,2023-08-20 00:05:33.310,02b2bb77-3b73-4938-a62b-f92712ecb54e,scoring-model-1,PH,1,partner-b,false
57244933,2023-08-20 00:05:33.310,02b2bb77-3b73-4938-a62b-f92712ecb54e,scoring-model-1,PH,2,partner-e,false
57244933,2023-08-20 00:05:33.310,02b2bb77-3b73-4938-a62b-f92712ecb54e,scoring-model-1,PH,3,partner-d,false
57244933,2023-08-20 00:05:33.310,02b2bb77-3b73-4938-a62b-f92712ecb54e,scoring-model-1,PH,4,partner-c,false
57244947,2023-08-20 00:05:59.012,f807a64f-3af1-444a-806a-3ebb9b7d94e3,scoring-model-1,PH,0,partner-f,false
57244947,2023-08-20 00:05:59.012,f807a64f-3af1-444a-806a-3ebb9b7d94e3,scoring-model-1,PH,1,partner-b,false
57244947,2023-08-20 00:05:59.012,f807a64f-3af1-444a-806a-3ebb9b7d94e3,scoring-model-1,PH,2,partner-d,false
57244947,2023-08-20 00:05:59.012,f807a64f-3af1-444a-806a-3ebb9b7d94e3,scoring-model-1,PH,3,partner-e,false
57244947,2023-08-20 00:05:59.012,f807a64f-3af1-444a-806a-3ebb9b7d94e3,scoring-model-1,PH,4,partner-c,false
57244947,2023-08-20 00:05:59.012,f807a64f-3af1-444a-806a-3ebb9b7d94e3,scoring-model-1,PH,5,partner-a,false
57244955,2023-08-20 00:06:05.585,9b227b9a-494e-4f17-bacc-339474cdd3cd,scoring-model-1,PH,0,partner-d,false
57244955,2023-08-20 00:06:05.585,9b227b9a-494e-4f17-bacc-339474cdd3cd,scoring-model-1,PH,1,partner-f,false
57244955,2023-08-20 00:06:05.585,9b227b9a-494e-4f17-bacc-339474cdd3cd,scoring-model-1,PH,2,partner-b,false
57244955,2023-08-20 00:06:05.585,9b227b9a-494e-4f17-bacc-339474cdd3cd,scoring-model-1,PH,3,partner-c,false
57244955,2023-08-20 00:06:05.585,9b227b9a-494e-4f17-bacc-339474cdd3cd,scoring-model-1,PH,4,partner-e,false
57244956,2023-08-20 00:06:06.440,9b227b9a-494e-4f17-bacc-339474cdd3cd,scoring-model-1,PH,0,partner-d,false
57244956,2023-08-20 00:06:06.440,9b227b9a-494e-4f17-bacc-339474cdd3cd,scoring-model-1,PH,1,partner-f,false
57244956,2023-08-20 00:06:06.440,9b227b9a-494e-4f17-bacc-339474cdd3cd,scoring-model-1,PH,2,partner-b,false
57244956,2023-08-20 00:06:06.440,9b227b9a-494e-4f17-bacc-339474cdd3cd,scoring-model-1,PH,3,partner-c,false
57244956,2023-08-20 00:06:06.440,9b227b9a-494e-4f17-bacc-339474cdd3cd,scoring-model-1,PH,4,partner-e,false
57244967,2023-08-20 00:06:18.205,30019075-48b6-443c-b8e3-39397317d46d,scoring-model-1,PH,0,partner-b,false
57244967,2023-08-20 00:06:18.205,30019075-48b6-443c-b8e3-39397317d46d,scoring-model-1,PH,1,partner-c,false
57244967,2023-08-20 00:06:18.205,30019075-48b6-443c-b8e3-39397317d46d,scoring-model-1,PH,2,partner-e,false
57244967,2023-08-20 00:06:18.205,30019075-48b6-443c-b8e3-39397317d46d,scoring-model-1,PH,3,partner-f,false
57244967,2023-08-20 00:06:18.205,30019075-48b6-443c-b8e3-39397317d46d,scoring-model-1,PH,4,partner-g,false
57244974,2023-08-20 00:06:26.847,785215ac-4f8e-490e-899b-1a627f306c33,scoring-model-1,PH,0,partner-b,false
57244974,2023-08-20 00:06:26.847,785215ac-4f8e-490e-899b-1a627f306c33,scoring-model-1,PH,1,partner-f,false
57244974,2023-08-20 00:06:26.847,785215ac-4f8e-490e-899b-1a627f306c33,scoring-model-1,PH,2,partner-a,false
57244974,2023-08-20 00:06:26.847,785215ac-4f8e-490e-899b-1a627f306c33,scoring-model-1,PH,3,partner-d,false
57244974,2023-08-20 00:06:26.847,785215ac-4f8e-490e-899b-1a627f306c33,scoring-model-1,PH,4,partner-e,false
57245008,2023-08-20 00:07:12.029,f807a64f-3af1-444a-806a-3ebb9b7d94e3,scoring-model-1,PH,0,partner-f,false
57245008,2023-08-20 00:07:12.029,f807a64f-3af1-444a-806a-3ebb9b7d94e3,scoring-model-1,PH,1,partner-b,false
57245008,2023-08-20 00:07:12.029,f807a64f-3af1-444a-806a-3ebb9b7d94e3,scoring-model-1,PH,2,partner-d,false
57245008,2023-08-20 00:07:12.029,f807a64f-3af1-444a-806a-3ebb9b7d94e3,scoring-model-1,PH,3,partner-e,false
57245008,2023-08-20 00:07:12.029,f807a64f-3af1-444a-806a-3ebb9b7d94e3,scoring-model-1,PH,4,partner-c,false
57245008,2023-08-20 00:07:12.029,f807a64f-3af1-444a-806a-3ebb9b7d94e3,scoring-model-1,PH,5,partner-a,false
57245013,2023-08-20 00:07:20.087,e243f09c-3800-4e62-91b2-71cb8c57d3e7,scoring-model-1,PH,0,partner-d,false
57245013,2023-08-20 00:07:20.087,e243f09c-3800-4e62-91b2-71cb8c57d3e7,scoring-model-1,PH,1,partner-a,false
57245013,2023-08-20 00:07:20.087,e243f09c-3800-4e62-91b2-71cb8c57d3e7,scoring-model-1,PH,2,partner-e,false
57245013,2023-08-20 00:07:20.087,e243f09c-3800-4e62-91b2-71cb8c57d3e7,scoring-model-1,PH,3,partner-i,false
57245013,2023-08-20 00:07:20.087,e243f09c-3800-4e62-91b2-71cb8c57d3e7,scoring-model-1,PH,4,partner-g,false
57245016,2023-08-20 00:07:25.082,9d40a262-e014-4505-94f2-521abef0b6b5,scoring-model-1,PH,0,partner-d,false
57245016,2023-08-20 00:07:25.082,9d40a262-e014-4505-94f2-521abef0b6b5,scoring-model-1,PH,1,partner-e,false
57245016,2023-08-20 00:07:25.082,9d40a262-e014-4505-94f2-521abef0b6b5,scoring-model-1,PH,2,partner-j,false
57245039,2023-08-20 00:07:40.611,f035c091-7a25-40db-b2ec-7c5557c69175,scoring-model-1,PH,0,partner-b,false
57245039,2023-08-20 00:07:40.611,f035c091-7a25-40db-b2ec-7c5557c69175,scoring-model-1,PH,1,partner-f,false
57245039,2023-08-20 00:07:40.611,f035c091-7a25-40db-b2ec-7c5557c69175,scoring-model-1,PH,2,partner-c,false
57245039,2023-08-20 00:07:40.611,f035c091-7a25-40db-b2ec-7c5557c69175,scoring-model-1,PH,3,partner-d,false
57245039,2023-08-20 00:07:40.611,f035c091-7a25-40db-b2ec-7c5557c69175,scoring-model-1,PH,4,partner-e,false
57245039,2023-08-20 00:07:40.611,f035c091-7a25-40db-b2ec-7c5557c69175,scoring-model-1,PH,5,partner-a,false
57245039,2023-08-20 00:07:40.611,f035c091-7a25-40db-b2ec-7c5557c69175,scoring-model-1,PH,6,partner-g,false
57245046,2023-08-20 00:07:50.971,75e7fcbc-e267-4089-af64-00faae235e4e,scoring-model-1,PH,0,partner-b,false
57245046,2023-08-20 00:07:50.971,75e7fcbc-e267-4089-af64-00faae235e4e,scoring-model-1,PH,1,partner-d,false
57245046,2023-08-20 00:07:50.971,75e7fcbc-e267-4089-af64-00faae235e4e,scoring-model-1,PH,2,partner-f,false
57245046,2023-08-20 00:07:50.971,75e7fcbc-e267-4089-af64-00faae235e4e,scoring-model-1,PH,3,partner-c,false
57245046,2023-08-20 00:07:50.971,75e7fcbc-e267-4089-af64-00faae235e4e,scoring-model-1,PH,4,partner-e,false
57245046,2023-08-20 00:07:50.971,75e7fcbc-e267-4089-af64-00faae235e4e,scoring-model-1,PH,5,partner-a,false
57245046,2023-08-20 00:07:50.971,75e7fcbc-e267-4089-af64-00faae235e4e,scoring-model-1,PH,6,partner-g,false
57245061,2023-08-20 00:08:04.623,567b0be1-1d33-43c2-889a-e8c4b1606382,scoring-model-1,PH,0,partner-f,false
57245061,2023-08-20 00:08:04.623,567b0be1-1d33-43c2-889a-e8c4b1606382,scoring-model-1,PH,1,partner-b,false
57245061,2023-08-20 00:08:04.623,567b0be1-1d33-43c2-889a-e8c4b1606382,scoring-model-1,PH,2,partner-a,false
57245061,2023-08-20 00:08:04.623,567b0be1-1d33-43c2-889a-e8c4b1606382,scoring-model-1,PH,3,partner-d,false
57245061,2023-08-20 00:08:04.623,567b0be1-1d33-43c2-889a-e8c4b1606382,scoring-model-1,PH,4,partner-e,false
57245071,2023-08-20 00:08:19.691,579c43bf-7db0-49de-8965-019490b61cf2,scoring-model-1,PH,0,partner-f,false
57245071,2023-08-20 00:08:19.691,579c43bf-7db0-49de-8965-019490b61cf2,scoring-model-1,PH,1,partner-b,false
57245071,2023-08-20 00:08:19.691,579c43bf-7db0-49de-8965-019490b61cf2,scoring-model-1,PH,2,partner-e,false
57245071,2023-08-20 00:08:19.691,579c43bf-7db0-49de-8965-019490b61cf2,scoring-model-1,PH,3,partner-d,false
57245071,2023-08-20 00:08:19.691,579c43bf-7db0-49de-8965-019490b61cf2,scoring-model-1,PH,4,partner-a,false
57245071,2023-08-20 00:08:19.691,579c43bf-7db0-49de-8965-019490b61cf2,scoring-model-1,PH,5,partner-c,false
57245080,2023-08-20 00:08:26.123,618ced92-e8d2-4761-b49c-85c6fc849160,scoring-model-3,PH,0,partner-f,false
57245080,2023-08-20 00:08:26.123,618ced92-e8d2-4761-b49c-85c6fc849160,scoring-model-3,PH,1,partner-b,false
57245080,2023-08-20 00:08:26.123,618ced92-e8d2-4761-b49c-85c6fc849160,scoring-model-3,PH,2,partner-e,false
57245080,2023-08-20 00:08:26.123,618ced92-e8d2-4761-b49c-85c6fc849160,scoring-model-3,PH,3,partner-d,false
57245080,2023-08-20 00:08:26.123,618ced92-e8d2-4761-b49c-85c6fc849160,scoring-model-3,PH,4,partner-c,false
57245080,2023-08-20 00:08:26.123,618ced92-e8d2-4761-b49c-85c6fc849160,scoring-model-3,PH,5,partner-g,false
57245101,2023-08-20 00:09:00.611,8157e09c-0c78-4964-adf8-c4698e47e16e,scoring-model-1,PH,0,partner-f,false
57245101,2023-08-20 00:09:00.611,8157e09c-0c78-4964-adf8-c4698e47e16e,scoring-model-1,PH,1,partner-e,false
57245101,2023-08-20 00:09:00.611,8157e09c-0c78-4964-adf8-c4698e47e16e,scoring-model-1,PH,2,partner-d,false
57245101,2023-08-20 00:09:00.611,8157e09c-0c78-4964-adf8-c4698e47e16e,scoring-model-1,PH,3,partner-g,false
57245109,2023-08-20 00:09:11.240,07e1ca7b-bc2e-4e9a-bb17-7b5d5c31b617,scoring-model-3,PH,0,partner-a,false
57245109,2023-08-20 00:09:11.240,07e1ca7b-bc2e-4e9a-bb17-7b5d5c31b617,scoring-model-3,PH,1,partner-f,false
57245109,2023-08-20 00:09:11.240,07e1ca7b-bc2e-4e9a-bb17-7b5d5c31b617,scoring-model-3,PH,2,partner-e,false
57245109,2023-08-20 00:09:11.240,07e1ca7b-bc2e-4e9a-bb17-7b5d5c31b617,scoring-model-3,PH,3,partner-c,false
57245109,2023-08-20 00:09:11.240,07e1ca7b-bc2e-4e9a-bb17-7b5d5c31b617,scoring-model-3,PH,4,partner-d,false
57245113,2023-08-20 00:09:14.773,07e1ca7b-bc2e-4e9a-bb17-7b5d5c31b617,scoring-model-3,PH,0,partner-a,false
57245113,2023-08-20 00:09:14.773,07e1ca7b-bc2e-4e9a-bb17-7b5d5c31b617,scoring-model-3,PH,1,partner-f,false
57245113,2023-08-20 00:09:14.773,07e1ca7b-bc2e-4e9a-bb17-7b5d5c31b617,scoring-model-3,PH,2,partner-e,false
57245113,2023-08-20 00:09:14.773,07e1ca7b-bc2e-4e9a-bb17-7b5d5c31b617,scoring-model-3,PH,3,partner-c,false
57245113,2023-08-20 00:09:14.773,07e1ca7b-bc2e-4e9a-bb17-7b5d5c31b617,scoring-model-3,PH,4,partner-d,false
57245114,2023-08-20 00:09:15.642,07e1ca7b-bc2e-4e9a-bb17-7b5d5c31b617,scoring-model-3,PH,0,partner-a,false
57245114,2023-08-20 00:09:15.642,07e1ca7b-bc2e-4e9a-bb17-7b5d5c31b617,scoring-model-3,PH,1,partner-f,false
57245114,2023-08-20 00:09:15.642,07e1ca7b-bc2e-4e9a-bb17-7b5d5c31b617,scoring-model-3,PH,2,partner-c,false
57245114,2023-08-20 00:09:15.642,07e1ca7b-bc2e-4e9a-bb17-7b5d5c31b617,scoring-model-3,PH,3,partner-e,false
57245114,2023-08-20 00:09:15.642,07e1ca7b-bc2e-4e9a-bb17-7b5d5c31b617,scoring-model-3,PH,4,partner-d,false
57245118,2023-08-20 00:09:18.999,0fc4d952-1653-4665-ad5d-aa8c1666412a,scoring-model-1,PH,0,partner-b,false
57245118,2023-08-20 00:09:18.999,0fc4d952-1653-4665-ad5d-aa8c1666412a,scoring-model-1,PH,1,partner-f,false
57245124,2023-08-20 00:09:24.643,618ced92-e8d2-4761-b49c-85c6fc849160,scoring-model-3,PH,0,partner-f,false
57245124,2023-08-20 00:09:24.643,618ced92-e8d2-4761-b49c-85c6fc849160,scoring-model-3,PH,1,partner-b,false
57245124,2023-08-20 00:09:24.643,618ced92-e8d2-4761-b49c-85c6fc849160,scoring-model-3,PH,2,partner-e,false
57245124,2023-08-20 00:09:24.643,618ced92-e8d2-4761-b49c-85c6fc849160,scoring-model-3,PH,3,partner-d,false
57245124,2023-08-20 00:09:24.643,618ced92-e8d2-4761-b49c-85c6fc849160,scoring-model-3,PH,4,partner-c,false
57245124,2023-08-20 00:09:24.643,618ced92-e8d2-4761-b49c-85c6fc849160,scoring-model-3,PH,5,partner-g,false
57245144,2023-08-20 00:09:49.386,9026b3a6-e1bc-4db4-9012-e7e02e2f933d,scoring-model-3,PH,0,partner-f,false
57245144,2023-08-20 00:09:49.386,9026b3a6-e1bc-4db4-9012-e7e02e2f933d,scoring-model-3,PH,1,partner-a,false
57245144,2023-08-20 00:09:49.386,9026b3a6-e1bc-4db4-9012-e7e02e2f933d,scoring-model-3,PH,2,partner-c,false
57245144,2023-08-20 00:09:49.386,9026b3a6-e1bc-4db4-9012-e7e02e2f933d,scoring-model-3,PH,3,partner-e,false
57245144,2023-08-20 00:09:49.386,9026b3a6-e1bc-4db4-9012-e7e02e2f933d,scoring-model-3,PH,4,partner-g,false
57245152,2023-08-20 00:09:58.534,6d8a4254-b512-447c-8319-67fc0750f202,scoring-model-3,PH,0,partner-b,false
57245152,2023-08-20 00:09:58.534,6d8a4254-b512-447c-8319-67fc0750f202,scoring-model-3,PH,1,partner-a,false
57245152,2023-08-20 00:09:58.534,6d8a4254-b512-447c-8319-67fc0750f202,scoring-model-3,PH,2,partner-f,false
57245152,2023-08-20 00:09:58.534,6d8a4254-b512-447c-8319-67fc0750f202,scoring-model-3,PH,3,partner-e,false
57245152,2023-08-20 00:09:58.534,6d8a4254-b512-447c-8319-67fc0750f202,scoring-model-3,PH,4,partner-d,false
57245152,2023-08-20 00:09:58.534,6d8a4254-b512-447c-8319-67fc0750f202,scoring-model-3,PH,5,partner-g,false
57245173,2023-08-20 00:10:25.000,21037f08-9107-4ac9-b14e-f34b3173acde,scoring-model-1,PH,0,partner-e,false
57245173,2023-08-20 00:10:25.000,21037f08-9107-4ac9-b14e-f34b3173acde,scoring-model-1,PH,1,partner-f,false
57245184,2023-08-20 00:10:36.528,b9272a79-46ee-4274-8e2b-2895dcf6e7ab,scoring-model-3,PH,0,partner-b,false
57245184,2023-08-20 00:10:36.528,b9272a79-46ee-4274-8e2b-2895dcf6e7ab,scoring-model-3,PH,1,partner-f,false
57245184,2023-08-20 00:10:36.528,b9272a79-46ee-4274-8e2b-2895dcf6e7ab,scoring-model-3,PH,2,partner-a,false
57245184,2023-08-20 00:10:36.528,b9272a79-46ee-4274-8e2b-2895dcf6e7ab,scoring-model-3,PH,3,partner-c,false
57245184,2023-08-20 00:10:36.528,b9272a79-46ee-4274-8e2b-2895dcf6e7ab,scoring-model-3,PH,4,partner-d,false
57245184,2023-08-20 00:10:36.528,b9272a79-46ee-4274-8e2b-2895dcf6e7ab,scoring-model-3,PH,5,partner-e,false
57245184,2023-08-20 00:10:36.528,b9272a79-46ee-4274-8e2b-2895dcf6e7ab,scoring-model-3,PH,6,partner-j,false
57245187,2023-08-20 00:10:40.610,79b7cb01-80c3-414a-8bc7-be24fbabaa85,scoring-model-1,PH,0,partner-f,false
57245187,2023-08-20 00:10:40.610,79b7cb01-80c3-414a-8bc7-be24fbabaa85,scoring-model-1,PH,1,partner-e,false
57245187,2023-08-20 00:10:40.610,79b7cb01-80c3-414a-8bc7-be24fbabaa85,scoring-model-1,PH,2,partner-d,false
57245187,2023-08-20 00:10:40.610,79b7cb01-80c3-414a-8bc7-be24fbabaa85,scoring-model-1,PH,3,partner-a,false
57245208,2023-08-20 00:11:00.236,6f21ef08-bbd2-4769-9022-e5d9ee873935,scoring-model-1,PH,0,partner-d,false
57245208,2023-08-20 00:11:00.236,6f21ef08-bbd2-4769-9022-e5d9ee873935,scoring-model-1,PH,1,partner-e,false
57245208,2023-08-20 00:11:00.236,6f21ef08-bbd2-4769-9022-e5d9ee873935,scoring-model-1,PH,2,partner-c,false
57245208,2023-08-20 00:11:00.236,6f21ef08-bbd2-4769-9022-e5d9ee873935,scoring-model-1,PH,3,partner-g,false
